,Date,Temp
1059,1983-11-26,14.9
96,1981-04-07,10.0
1422,1984-11-23,11.6
2089,1986-09-22,6.9
3592,1990-11-04,11.1
848,1983-04-29,10.1
2043,1986-08-07,9.1
527,1982-06-12,6.9
1726,1985-09-24,11.6
628,1982-09-21,4.0
1670,1985-07-30,6.6
1560,1985-04-11,16.2
2372,1987-07-02,2.7
735,1983-01-06,12.1
3416,1990-05-12,12.3
2238,1987-02-18,15.2
3088,1989-06-18,10.2
3267,1989-12-14,10.4
490,1982-05-06,11.0
122,1981-05-03,14.0
3173,1989-09-11,7.5
3620,1990-12-02,13.2
1622,1985-06-12,6.6
1292,1984-07-16,7.8
1295,1984-07-19,4.6
358,1981-12-25,14.2
3073,1989-06-03,2.1
2510,1987-11-17,15.2
1668,1985-07-28,4.1
148,1981-05-29,11.4
2358,1987-06-18,4.5
703,1982-12-05,11.9
931,1983-07-21,2.5
1874,1986-02-19,13.8
679,1982-11-11,10.3
1913,1986-03-30,16.7
343,1981-12-10,13.5
2245,1987-02-25,10.4
936,1983-07-26,7.6
345,1981-12-12,17.2
1308,1984-08-01,11.5
73,1981-03-15,10.6
3605,1990-11-17,8.8
453,1982-03-30,14.3
146,1981-05-27,11.0
2544,1987-12-21,12.7
1460,1985-01-01,13.3
2010,1986-07-05,8.6
3022,1989-04-13,14.0
428,1982-03-05,21.5
383,1982-01-19,19.7
1260,1984-06-14,8.1
307,1981-11-04,13.7
2355,1987-06-15,9.0
2495,1987-11-02,23.0
3596,1990-11-08,15.4
2444,1987-09-12,10.2
2120,1986-10-23,5.2
1902,1986-03-19,15.6
3457,1990-06-22,7.7
2632,1988-03-18,15.3
1012,1983-10-10,8.3
1802,1985-12-09,16.6
2486,1987-10-24,11.4
2127,1986-10-30,13.1
301,1981-10-29,11.0
255,1981-09-13,11.5
342,1981-12-09,12.5
3085,1989-06-15,10.2
1921,1986-04-07,11.8
1035,1983-11-02,10.6
3532,1990-09-05,10.4
61,1981-03-03,17.0
1377,1984-10-09,12.5
1511,1985-02-21,16.6
2863,1988-11-04,9.5
2754,1988-07-18,8.3
2168,1986-12-10,10.9
399,1982-02-04,15.1
121,1981-05-02,11.9
2102,1986-10-05,10.5
930,1983-07-20,3.9
1402,1984-11-03,12.2
492,1982-05-08,8.5
2705,1988-05-30,6.3
2228,1987-02-08,16.4
805,1983-03-17,12.5
175,1981-06-25,6.2
3341,1990-02-26,16.5
2044,1986-08-08,3.5
2989,1989-03-11,17.8
2217,1987-01-28,11.5
3466,1990-07-01,7.4
2101,1986-10-04,8.7
529,1982-06-14,6.0
3625,1990-12-07,19.4
586,1982-08-10,11.5
824,1983-04-05,10.7
2179,1986-12-21,12.6
494,1982-05-10,7.6
2259,1987-03-11,9.5
154,1981-06-04,11.2
1465,1985-01-06,11.0
1046,1983-11-13,10.8
1049,1983-11-16,8.7
36,1981-02-06,16.8
3623,1990-12-05,20.5
211,1981-07-31,3.2
653,1982-10-16,9.8
2475,1987-10-13,10.0
3404,1990-04-30,9.5
100,1981-04-11,7.6
1702,1985-08-31,8.4
3559,1990-10-02,10.5
1512,1985-02-22,18.1
601,1982-08-25,11.2
1738,1985-10-06,6.1
2953,1989-02-03,16.3
1327,1984-08-20,9.0
1336,1984-08-29,5.2
3510,1990-08-14,9.3
1505,1985-02-15,11.1
2784,1988-08-17,10.0
1481,1985-01-22,15.1
1146,1984-02-21,18.7
3335,1990-02-20,13.7
906,1983-06-26,3.3
3331,1990-02-16,15.7
3246,1989-11-23,21.6
3570,1990-10-13,7.5
779,1983-02-19,14.5
778,1983-02-18,13.6
2416,1987-08-15,11.8
996,1983-09-24,7.7
3333,1990-02-18,12.7
1060,1983-11-27,14.2
2579,1988-01-25,11.6
2090,1986-09-23,10.6
3154,1989-08-23,7.0
1711,1985-09-09,9.9
1916,1986-04-02,10.3
757,1983-01-28,12.6
1884,1986-03-01,17.7
3501,1990-08-05,10.6
3122,1989-07-22,1.6
1078,1983-12-15,13.9
791,1983-03-03,20.5
1133,1984-02-08,15.0
2174,1986-12-16,14.7
2814,1988-09-16,10.7
2172,1986-12-14,9.8
2253,1987-03-05,14.3
324,1981-11-21,12.6
719,1982-12-21,12.0
2424,1987-08-23,9.1
355,1981-12-22,15.0
2134,1986-11-06,16.2
3595,1990-11-07,19.2
3220,1989-10-28,9.0
558,1982-07-13,7.8
57,1981-02-27,17.5
377,1982-01-13,15.9
3132,1989-08-01,3.7
2723,1988-06-17,3.7
1072,1983-12-09,13.8
1314,1984-08-07,11.7
1795,1985-12-02,15.2
2057,1986-08-21,6.6
1249,1984-06-03,12.4
3499,1990-08-03,5.7
820,1983-04-01,12.5
2603,1988-02-18,16.2
1907,1986-03-24,16.2
2206,1987-01-17,15.0
1919,1986-04-05,13.8
1920,1986-04-06,10.5
1079,1983-12-16,15.0
1883,1986-02-28,14.4
984,1983-09-12,5.5
2622,1988-03-08,16.7
730,1983-01-01,18.4
1107,1984-01-13,16.5
3152,1989-08-21,5.1
1493,1985-02-03,13.6
2791,1988-08-24,5.8
1845,1986-01-21,13.8
3225,1989-11-02,10.0
941,1983-07-31,10.0
3386,1990-04-12,16.4
876,1983-05-27,8.3
3408,1990-05-04,14.3
2945,1989-01-26,16.2
2677,1988-05-02,14.5
535,1982-06-20,7.3
503,1982-05-19,15.2
406,1982-02-11,15.4
3617,1990-11-29,14.7
568,1982-07-23,3.5
2983,1989-03-05,20.3
1684,1985-08-13,6.7
2574,1988-01-20,15.6
582,1982-08-06,4.5
3113,1989-07-13,7.5
1312,1984-08-05,8.9
3095,1989-06-25,4.5
678,1982-11-10,14.4
684,1982-11-16,12.8
2868,1988-11-09,9.4
2920,1989-01-01,14.3
1350,1984-09-12,8.0
1056,1983-11-23,15.0
811,1983-03-23,15.1
245,1981-09-03,9.8
1620,1985-06-10,10.0
1721,1985-09-19,9.7
1218,1984-05-03,9.1
2591,1988-02-06,13.4
3136,1989-08-05,7.1
479,1982-04-25,12.9
1383,1984-10-15,5.9
769,1983-02-09,17.2
1354,1984-09-16,11.7
2615,1988-03-01,12.4
2585,1988-01-31,14.4
3098,1989-06-28,0.5
1599,1985-05-20,7.5
794,1983-03-06,15.0
554,1982-07-09,2.4
2194,1987-01-05,16.2
991,1983-09-19,12.0
2830,1988-10-02,13.5
3077,1989-06-07,9.0
641,1982-10-04,9.9
940,1983-07-30,9.5
2646,1988-04-01,16.5
1119,1984-01-25,18.8
1041,1983-11-08,14.8
3108,1989-07-08,7.0
2178,1986-12-20,10.2
2698,1988-05-23,10.3
2780,1988-08-13,8.4
143,1981-05-24,11.5
128,1981-05-09,10.7
3175,1989-09-13,7.2
599,1982-08-23,5.1
495,1982-05-11,8.7
607,1982-08-31,7.6
1652,1985-07-12,7.8
2112,1986-10-15,7.3
552,1982-07-07,7.8
1406,1984-11-07,11.9
1002,1983-09-30,9.6
2351,1987-06-11,12.6
516,1982-06-01,7.1
1990,1986-06-15,6.8
3579,1990-10-22,9.0
2901,1988-12-12,14.4
1514,1985-02-24,10.3
1596,1985-05-17,4.5
2482,1987-10-20,10.4
1006,1983-10-04,9.5
3009,1989-03-31,12.6
943,1983-08-02,8.0
3426,1990-05-22,4.5
2402,1987-08-01,9.0
213,1981-08-02,7.7
212,1981-08-01,5.7
1052,1983-11-19,7.3
3253,1989-11-30,17.7
1048,1983-11-15,13.2
398,1982-02-03,14.8
1474,1985-01-15,16.5
64,1981-03-06,14.3
3500,1990-08-04,8.6
349,1981-12-16,11.2
1659,1985-07-19,3.3
2086,1986-09-19,6.7
1467,1985-01-08,12.2
1784,1985-11-21,10.5
534,1982-06-19,6.8
1752,1985-10-20,7.1
3078,1989-06-08,10.3
401,1982-02-06,13.6
2472,1987-10-10,10.2
972,1983-08-31,10.0
2761,1988-07-25,8.2
2232,1987-02-12,13.6
225,1981-08-14,9.0
203,1981-07-23,8.9
2223,1987-02-03,12.7
3247,1989-11-24,14.9
935,1983-07-25,0.7
3025,1989-04-16,11.4
3554,1990-09-27,4.6
2580,1988-01-26,12.6
123,1981-05-04,8.6
987,1983-09-15,4.3
3037,1989-04-28,15.8
1679,1985-08-08,9.2
1881,1986-02-26,12.0
2442,1987-09-10,7.0
1489,1985-01-30,16.7
2470,1987-10-08,8.7
2189,1986-12-31,17.2
3360,1990-03-17,11.6
2575,1988-01-21,14.5
3517,1990-08-21,9.9
1252,1984-06-06,11.1
3168,1989-09-06,7.8
3397,1990-04-23,11.2
2320,1987-05-11,10.6
3262,1989-12-09,14.1
1096,1984-01-02,17.1
1195,1984-04-10,10.1
700,1982-12-02,10.3
2992,1989-03-14,15.1
2380,1987-07-10,9.1
1306,1984-07-30,10.0
2675,1988-04-30,13.7
1682,1985-08-11,4.0
2376,1987-07-06,5.8
1120,1984-01-26,13.9
2107,1986-10-10,9.0
1747,1985-10-15,9.6
3281,1989-12-28,11.7
1896,1986-03-13,11.9
2742,1988-07-06,12.3
2924,1989-01-05,11.5
1958,1986-05-14,9.7
2348,1987-06-08,5.9
1861,1986-02-06,14.4
500,1982-05-16,4.6
174,1981-06-24,5.8
3571,1990-10-14,7.7
616,1982-09-09,5.8
3492,1990-07-27,8.1
1887,1986-03-04,14.6
3334,1990-02-19,14.0
1722,1985-09-20,8.4
3479,1990-07-14,9.6
385,1982-01-21,20.5
3631,1990-12-13,11.4
533,1982-06-18,8.0
2918,1988-12-29,14.8
2150,1986-11-22,8.1
2568,1988-01-14,21.4
2015,1986-07-10,5.8
2031,1986-07-26,2.1
3006,1989-03-28,11.8
1073,1983-12-10,10.9
1630,1985-06-20,8.4
1325,1984-08-18,7.7
2170,1986-12-12,12.2
1766,1985-11-03,9.2
89,1981-03-31,15.8
2807,1988-09-09,15.2
1038,1983-11-05,8.2
1744,1985-10-12,11.6
3648,1990-12-30,15.7
1025,1983-10-23,11.6
2079,1986-09-12,6.0
2527,1987-12-04,9.4
884,1983-06-04,7.6
3304,1990-01-20,14.5
3635,1990-12-17,13.9
2938,1989-01-19,13.1
1613,1985-06-03,4.4
3543,1990-09-16,10.4
1277,1984-07-01,7.8
2648,1988-04-03,16.4
1879,1986-02-24,11.4
2180,1986-12-22,11.6
451,1982-03-28,13.4
560,1982-07-15,3.3
2671,1988-04-26,12.0
1740,1985-10-08,11.1
47,1981-02-17,18.4
1385,1984-10-17,7.4
104,1981-04-15,13.3
3484,1990-07-19,6.8
2929,1989-01-10,13.6
2250,1987-03-02,12.4
1471,1985-01-12,14.1
502,1982-05-18,13.2
2328,1987-05-19,10.2
1959,1986-05-15,11.1
412,1982-02-17,17.0
457,1982-04-03,11.9
3322,1990-02-07,13.4
2514,1987-11-21,10.7
496,1982-05-12,10.8
1202,1984-04-17,13.7
137,1981-05-18,5.9
2457,1987-09-25,14.9
1444,1984-12-15,11.4
528,1982-06-13,7.3
515,1982-05-31,7.0
1451,1984-12-22,11.4
3411,1990-05-07,7.0
1528,1985-03-10,16.6
2749,1988-07-13,7.5
2541,1987-12-18,12.5
1926,1986-04-12,12.2
1115,1984-01-21,13.1
772,1983-02-12,13.8
3580,1990-10-23,10.9
1003,1983-10-01,9.3
3004,1989-03-26,9.4
1188,1984-04-03,9.2
2480,1987-10-18,10.1
788,1983-02-28,20.1
2039,1986-08-03,8.5
2417,1987-08-16,9.9
50,1981-02-20,15.7
3129,1989-07-29,11.2
1731,1985-09-29,8.7
3041,1989-05-02,14.6
1814,1985-12-21,15.0
2019,1986-07-14,4.4
3236,1989-11-13,9.4
2287,1987-04-08,13.9
2425,1987-08-24,9.7
1333,1984-08-26,7.3
3482,1990-07-17,9.1
2036,1986-07-31,9.3
1595,1985-05-16,7.8
1479,1985-01-20,14.4
1050,1983-11-17,5.7
3521,1990-08-25,7.4
1561,1985-04-12,19.5
3387,1990-04-13,18.4
1413,1984-11-14,11.8
2701,1988-05-26,12.6
933,1983-07-23,6.6
3400,1990-04-26,11.5
315,1981-11-12,10.5
1105,1984-01-11,12.5
3202,1989-10-10,10.0
244,1981-09-02,10.3
1833,1986-01-09,11.9
3245,1989-11-22,15.5
1241,1984-05-26,9.8
1455,1984-12-26,12.2
2645,1988-03-31,16.1
1280,1984-07-04,3.9
1797,1985-12-04,16.4
1683,1985-08-12,5.6
2782,1988-08-15,12.1
2980,1989-03-02,22.0
190,1981-07-10,4.6
2326,1987-05-17,11.8
365,1982-01-01,17.0
3578,1990-10-21,10.9
1162,1984-03-08,13.8
2551,1987-12-28,14.2
1904,1986-03-21,18.5
467,1982-04-13,13.6
2214,1987-01-25,13.8
854,1983-05-05,10.7
3535,1990-09-08,3.0
499,1982-05-15,3.7
1267,1984-06-21,7.1
1279,1984-07-03,2.4
2310,1987-05-01,7.0
2042,1986-08-06,9.3
3066,1989-05-27,10.2
3624,1990-12-06,20.2
327,1981-11-24,13.6
429,1982-03-06,19.5
625,1982-09-18,8.9
3327,1990-02-12,15.0
536,1982-06-21,6.2
2353,1987-06-13,6.0
3285,1990-01-01,14.8
344,1981-12-11,14.8
1715,1985-09-13,11.7
1144,1984-02-19,16.3
389,1982-01-25,18.4
3555,1990-09-28,11.1
487,1982-05-03,11.9
2421,1987-08-20,8.0
2740,1988-07-04,5.0
2850,1988-10-22,11.4
1558,1985-04-09,15.9
1338,1984-08-31,11.3
844,1983-04-25,10.5
3368,1990-03-25,16.9
11,1981-01-12,13.3
2460,1987-09-28,17.0
1304,1984-07-28,9.7
2706,1988-05-31,7.8
1,1981-01-02,17.9
75,1981-03-17,14.2
1013,1983-10-11,9.1
3542,1990-09-15,10.1
3211,1989-10-19,12.9
1427,1984-11-28,10.8
2197,1987-01-08,11.0
2963,1989-02-13,17.5
3232,1989-11-09,8.3
2818,1988-09-20,5.5
843,1983-04-24,14.1
1865,1986-02-10,11.8
2277,1987-03-29,10.2
1462,1985-01-03,13.1
2990,1989-03-12,17.7
1986,1986-06-11,9.7
2686,1988-05-11,12.0
1268,1984-06-22,8.3
922,1983-07-12,5.9
748,1983-01-19,13.3
153,1981-06-03,9.8
1780,1985-11-17,12.0
866,1983-05-17,4.6
2790,1988-08-23,7.7
3600,1990-11-12,12.6
74,1981-03-16,11.7
2224,1987-02-04,12.7
338,1981-12-05,13.0
